RMSE,MAE,QLIKE,Coverage_%,Width,id,name
0.0019380610901862383,0.0016228744061663747,-5.668904781341553,66.47727272727273,0.003993790131062269,A0,Baseline LSTM
0.0013423218624666333,0.000492469291202724,-6.042087554931641,81.43939393939394,0.0014213892864063382,A1,+ log(RV)
0.0013705944875255227,0.0005405295523814857,-6.0895562171936035,82.95454545454545,0.001446816953830421,A2,+ QLIKE loss
0.0013603208353742957,0.0005467062001116574,-6.089656829833984,79.35606060606061,0.001398200518451631,A3,+ HAR feature
0.001359064596359812,0.0005368011107675309,-6.090586075577825,80.87121212121212,0.0013537118768096681,A4,+ IT2FIS
