date,rv,n_obs,open,high,low,close,volume,rv_annualised,rv_1,rv_5,rv_22,rv_roll_7_mean,rv_roll_7_std,rv_roll_30_mean,rv_roll_30_std,log_rv,rsi_14,macd,macd_signal,macd_diff,bb_width,atr_14,daily_return,abs_return,return_5d,return_22d,range_hl,volume_log,volume_ratio
2020-02-03,0.0007252777317758822,288,9331.59,9618.79,9234.0,9292.24,50892.133451,0.264726372098197,0.00037942439098179713,0.0005150901953985805,0.0007744198107176155,0.0006509073579323291,0.0003494438991181639,0.0008502235643444557,0.0006035712797211678,-7.228955760275594,65.27157470800245,368.1357164202909,344.3609509948986,23.77476542539233,0.15537855400614828,340.23892162138463,-0.004217202035113095,0.004217202035113095,-0.0009992595125164587,0.12687887591851554,0.0414098215285013,10.837483290707578,1.0371163472510208
2020-02-04,0.00045596155339580407,288,9291.35,9350.0,9093.01,9197.02,53308.175266,0.1664259669894685,0.0007252777317758822,0.0005217707255967165,0.0007840782261922137,0.0006668560483709976,0.00035000656471774515,0.0008607432195873381,0.0005983560942507902,-7.6931018454161935,62.11651031364633,347.730833107511,345.0349274174211,2.6959056900898872,0.15879455566925352,334.29257007700005,-0.01030012470407638,0.01030012470407638,-0.03380184049550163,0.1257397277406298,0.02794274667229165,10.88386373916628,1.1223861080284916
2020-02-05,0.0005915294228307271,288,9197.02,9744.45,9177.22,9612.04,64870.415615,0.21590823933321537,0.00045596155339580407,0.00047847029562847764,0.0007924470632774982,0.0005366700374520841,0.00016847081737814603,0.0008653513500465538,0.0005945501000055039,-7.432798963989649,69.12226735547392,360.8883651774704,348.205614969431,12.682750208039408,0.16204606267458319,350.93095792864295,0.04413696079004374,0.04413696079004374,0.02733109287946682,0.08712790430917514,0.05901244688952619,11.08016236830598,1.3475544411207414
2020-02-06,0.000745792279138133,288,9612.03,9862.57,9526.35,9772.0,64949.706588,0.2722141818854185,0.0005915294228307271,0.0004884061511727848,0.0007303163675771274,0.0005223349434585877,0.0001569378752340315,0.0008683484447277875,0.0005928775767800507,-7.201063308643801,71.32346397264732,379.84462688268104,354.533417352081,25.311209530600024,0.17399330932662702,349.8801752194541,0.016504674065094656,0.016504674065094656,0.04045003989443034,0.10233943220809436,0.03440646745804332,11.081383900992611,1.3575886391283492
2020-02-07,0.0003784416372500625,288,9772.0,9885.0,9730.0,9813.73,43966.114632,0.13813119759627282,0.000745792279138133,0.0005795970756244685,0.0006972387597366417,0.000532810454301607,0.00017049113474619743,0.0008515959185745736,0.0005888561822933402,-7.879448427582435,71.88651758838023,393.6965740661635,362.3660486948976,31.330525371265935,0.18638278850269507,335.9601627037788,0.00426127217580927,0.00426127217580927,0.05038558029175819,0.11816204086208139,0.01579419853613254,10.691197238734443,0.9135714989135404
2020-02-08,0.0003426075812011767,288,9813.87,9940.0,9667.11,9895.05,43600.843666,0.1250517671384295,0.0003784416372500625,0.0005794005248781216,0.0006740248779123911,0.0005094663817503028,0.0001799707188069349,0.0007916306361942394,0.0005386458010311551,-7.978924552006915,72.99910684237707,406.5497341208429,371.2027857800867,35.34694834075623,0.19500735840187142,331.45515108208025,0.008252206527558531,0.008252206527558531,0.06285498885442982,0.10449233265632603,0.02757843568248765,10.682854714360532,0.9322050669350449
2020-02-09,0.0003601953589854071,288,9895.04,10166.0,9880.75,10151.75,43772.835288,0.1314713060296736,0.0003426075812011767,0.0005028664947631805,0.000647749909558472,0.0005170049423676547,0.00017007058878911176,0.000768687461368805,0.0005427458449807512,-7.928863732227463,76.20090428749032,432.4643212392293,383.45509287191527,49.00922836731405,0.20370078047932216,328.15478314764596,0.025611472320488028,0.025611472320488028,0.09876658587899423,0.12980317522252477,0.028098603689019133,10.686791550015391,0.931029092185419
2020-02-10,0.0009609124273938121,288,10151.72,10188.0,9756.0,9851.83,59573.084619,0.35073303599874145,0.0003601953589854071,0.0004837132558811011,0.0006419931645495618,0.0005142579377967418,0.00017279662714134018,0.000731236535617373,0.0005303262219190191,-6.947627175619805,66.30756218641665,423.9141621868039,391.546906734893,32.367255451910864,0.21252304752103485,335.5722986370998,-0.02998887968955256,0.02998887968955256,0.02464074539939792,0.12413881585895097,0.04384972132081045,10.994975936662158,1.2367397334649215
2020-02-11,0.0008601812743084051,288,9851.74,10323.59,9700.0,10223.08,62422.395224,0.31396616512256786,0.0009609124273938121,0.0005575898567937182,0.0005668440270825282,0.0005479200371707318,0.00023316337876937634,0.0007199317942586182,0.0005213210732173606,-7.0583672905944645,71.27847470123689,441.9997736165351,401.63748011122146,40.36229350531363,0.21341023503345266,356.14499159159266,0.03699068450599928,0.03699068450599928,0.04512675584030254,0.16797337266186696,0.060998251016327776,11.041695407552819,1.2525424281527127
2020-02-12,0.0006437711924565804,288,10223.08,10450.0,10223.08,10326.46,61008.06393,0.23497648524665185,0.0008601812743084051,0.0005804676558277726,0.0005832276942101566,0.0006056657115868176,0.000255571172174242,0.0007315114170244076,0.0005204187576928618,-7.348167030872609,72.49539958914734,459.37921535075475,413.18582715912817,46.19338819162658,0.20982007512425688,346.914635049336,0.010061623972999353,0.010061623972999353,0.05092710763749263,0.1672536801462087,0.02197461666437483,11.018777721133587,1.2085912540915758
